Rettighetsnummer;Rettighetsnavn;Rettighetstype;Rettighetshaver;Organisasjonsnummer;Status;Mottatt;Godkjent;Mineral;Kommunenummer;Kommunenavn;Fylkesnummer;Fylkesnavn;Geometri
0391/2025;Glasøya 4;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-15;2025-02-03;Jern,Niob,Titan,Vanadium,Zirkonium;5049;Flatanger;50;Trøndelag - Trööndelage;POLYGON ((10.7199248258125 64.4572589744036,10.8237984689595 64.4560072773174,10.8226056992811 64.4380694277694,10.7187999057819 64.4393201223268,10.7199248258125 64.4572589744036))
0392/2025;Rota 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-15;2025-02-03;Bly,Kobber,Molybden,Sink,Sølv;5054;Indre Fosen;50;Trøndelag - Trööndelage;POLYGON ((10.4926365687944 63.7594520137325,10.5939515056413 63.7583680629284,10.5929407821033 63.740426334332,10.4916900289236 63.7415094333908,10.4926365687944 63.7594520137325))
0393/2025;Rota 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-15;2025-02-03;Bly,Kobber,Molybden,Sink,Sølv;5054;Indre Fosen;50;Trøndelag - Trööndelage;POLYGON ((10.39100424465 63.7541846505585,10.4923051266302 63.7531721166102,10.4913590579568 63.7352295178148,10.3901223448853 63.7362412562106,10.39100424465 63.7541846505585))
0394/2025;Visnes 1;UNDERSOEKELSESRETT;BRANTEN UTVIKLING AS;929254619;Godkjent;2025-01-16;2025-02-03;Kobber,Kobolt,Nikkel,Platina;1149;Karmøy;11;Rogaland;POLYGON ((5.2152536588495 59.3657081839846,5.26791923200767 59.3672276732603,5.27038074416381 59.344824898058,5.21775020295578 59.3433022936229,5.2152536588495 59.3657081839846))
0395/2025;Andørja 1;UNDERSOEKELSESRETT;Mineral Holding AS;996720535;Godkjent;2025-01-16;2025-02-03;Jern,Mangan,Titan,Vanadium;5514;Ibestad;55;Troms - Romsa - Tromssa;POLYGON ((17.2807153613951 68.8424507644172,17.3799342800855 68.8410904495778,17.3775334883275 68.818688701499,17.2784144422652 68.8200474426547,17.2807153613951 68.8424507644172))
0463/2025;Espenesfeltet 1;UNDERSOEKELSESRETT;Mineral Holding AS;996720535;Godkjent;2025-01-16;2025-02-07;Jern,Vanadium;5526;Sørreisa;55;Troms - Romsa - Tromssa;POLYGON ((17.9265354859732 69.1422600754372,18.0521896118763 69.1400748786047,18.049687734233 69.1221640854216,17.9241362411032 69.1243472369315,17.9265354859732 69.1422600754372))
0464/2025;Espenesfeltet 2;UNDERSOEKELSESRETT;Mineral Holding AS;996720535;Godkjent;2025-01-16;2025-02-07;Jern,Vanadium;5528,5526;Dyrøy,Sørreisa;55;Troms - Romsa - Tromssa;POLYGON ((17.8400019420252 69.1257586663948,17.9655711994323 69.1236369292746,17.9631423499472 69.1057246792449,17.8376755915475 69.107844431568,17.8400019420252 69.1257586663948))
0465/2025;Espenesfeltet 3;UNDERSOEKELSESRETT;Mineral Holding AS;996720535;Godkjent;2025-01-16;2025-02-07;Jern,Vanadium;5528;Dyrøy;55;Troms - Romsa - Tromssa;POLYGON ((17.764893110352 69.1090319163985,17.8903748019331 69.1069652912541,17.8880095508322 69.089051804583,17.7626302175152 69.0911164976225,17.764893110352 69.1090319163985))
0466/2025;Espenesfeltet 4;UNDERSOEKELSESRETT;Mineral Holding AS;996720535;Godkjent;2025-01-16;2025-02-07;Jern,Vanadium;5528;Dyrøy;55;Troms - Romsa - Tromssa;POLYGON ((17.6884908829941 69.1012696542428,17.7637611673201 69.1000742159939,17.7603712925 69.0732010070098,17.6851930559975 69.0743947698413,17.6884908829941 69.1012696542428))
0439/2025;Norve´Ge Minerals Sør Trøndelag 1 1;UNDERSOEKELSESRETT;NORVE'GE MINERALS AS;928468925;Godkjent;2025-01-16;2025-02-06;Sink;5025;Rosse - Røros;50;Trøndelag - Trööndelage;POLYGON ((11.3361148454354 62.6501115234069,11.4335736962004 62.648452821332,11.4321032393797 62.6305175096782,11.3347031437205 62.6321749458082,11.3361148454354 62.6501115234069))
0396/2025;Svartegruva 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-18;2025-02-05;Jern,Nikkel,Titan,Vanadium,Zirkonium;4211,4201;Gjerstad,Risør;42;Agder;POLYGON ((9.10914061549011 58.8369349832656,9.15245023160463 58.836891125289,9.15229265238912 58.8009676565272,9.10902780272553 58.8010114527952,9.10914061549011 58.8369349832656))
0397/2025;Skotterud 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-18;2025-02-05;Jern,Kobber,Titan,Vanadium,Zirkonium;3416;Eidskog;34;Innlandet;POLYGON ((12.1135685067581 59.9195966319548,12.1850213543469 59.9211423784897,12.1869201076829 59.8987209949406,12.1155152953063 59.8971766350717,12.1135685067581 59.9195966319548))
0398/2025;Skotterud 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-18;2025-02-05;Jern,Kobber,Titan,Vanadium,Zirkonium;3416;Eidskog;34;Innlandet;POLYGON ((12.086684531813 59.9414678436276,12.1581827654145 59.9430284828257,12.160101293438 59.9206076929513,12.0886511644381 59.9190484543612,12.086684531813 59.9414678436276))
0399/2025;Skotterud 3;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-18;2025-02-05;Jern,Kobber,Titan,Vanadium,Zirkonium;3416;Eidskog;34;Innlandet;POLYGON ((12.0727958421133 59.9771008484346,12.1175287762126 59.9780858300423,12.1206452142411 59.9422139751437,12.0759604771283 59.9412304083031,12.0727958421133 59.9771008484346))
0403/2025;Rosta 13;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-18;2025-02-05;Bly,Gull,Kobber,Kobolt,Nikkel,Sink,Sølv;1833;Rana;18;Nordland - Nordlánnda;POLYGON ((14.1770511051254 66.2390602983758,14.2660090670112 66.2395065249779,14.2665302022473 66.2215653361207,14.1776353843 66.221119486767,14.1770511051254 66.2390602983758))
0404/2025;Rosta 14;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-18;2025-02-05;Bly,Gull,Kobber,Kobolt,Nikkel,Sink,Sølv;1833;Rana;18;Nordland - Nordlánnda;POLYGON ((14.2657481946242 66.2484771029306,14.3324925308596 66.2487784392339,14.3332034665741 66.2218662903054,14.2665302022473 66.2215653361207,14.2657481946242 66.2484771029306))
0405/2025;Rosta 15;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-18;2025-02-05;Bly,Gull,Kobber,Kobolt,Nikkel,Sink,Sølv;1833;Rana;18;Nordland - Nordlánnda;POLYGON ((14.176319474121 66.2614862503542,14.2653565044372 66.2619329492715,14.2660090670112 66.2395065249779,14.1770511051254 66.2390602983758,14.176319474121 66.2614862503542))
0406/2025;Kongeheia 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-20;2025-02-05;Bly,Gull,Jern,Kobber,Kobolt,Sink,Sølv;5058;Åfjord;50;Trøndelag - Trööndelage;POLYGON ((10.5088616368421 63.941767569046,10.6108336432027 63.9406703094842,10.6098039828284 63.9227291847609,10.5078970956927 63.9238255778656,10.5088616368421 63.941767569046))
0407/2025;Kongeheia 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-20;2025-02-05;Bly,Gull,Jern,Kobber,Kobolt,Sink,Sølv;5058;Åfjord;50;Trøndelag - Trööndelage;POLYGON ((10.5302357155307 63.9594956229644,10.6322711326505 63.9583831440765,10.6312269563713 63.9404422534993,10.5292567479832 63.941553853497,10.5302357155307 63.9594956229644))
0408/2025;Kongeheia 3;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-20;2025-02-05;Bly,Gull,Jern,Kobber,Kobolt,Sink,Sølv;5058,5006;Åfjord,Steinkjer;50;Trøndelag - Trööndelage;POLYGON ((10.6322711326505 63.9583831440765,10.7342971912634 63.9571989136556,10.7331878254649 63.9392589585777,10.6312269563713 63.9404422534993,10.6322711326505 63.9583831440765))
0409/2025;Kongeheia 4;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-20;2025-02-05;Bly,Gull,Jern,Kobber,Kobolt,Sink,Sølv;5058;Åfjord;50;Trøndelag - Trööndelage;POLYGON ((10.5312160870573 63.9774373394906,10.6333168062959 63.9763239805873,10.6322711326505 63.9583831440765,10.5302357155307 63.9594956229644,10.5312160870573 63.9774373394906))
0410/2025;Kongeheia 5;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-20;2025-02-05;Bly,Gull,Jern,Kobber,Kobolt,Sink,Sølv;5058,5006;Åfjord,Steinkjer;50;Trøndelag - Trööndelage;POLYGON ((10.6333168062959 63.9763239805873,10.7354081477621 63.9751388134697,10.7342971912634 63.9571989136556,10.6322711326505 63.9583831440765,10.6333168062959 63.9763239805873))
0411/2025;Kongeheia 6;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-20;2025-02-05;Bly,Gull,Jern,Kobber,Kobolt,Sink,Sølv;5058;Åfjord;50;Trøndelag - Trööndelage;POLYGON ((10.63436398039 63.9942647630345,10.7365206982353 63.9930786580201,10.7354081477621 63.9751388134697,10.6333168062959 63.9763239805873,10.63436398039 63.9942647630345))
0450/2025;Horja 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-22;2025-02-06;Jern,Niob,Titan,Vanadium,Zirkonium;1506;Molde;15;Møre og Romsdal;POLYGON ((7.43443460735965 62.7320731261286,7.53221840239387 62.7331289609404,7.53310867685055 62.7151835707442,7.43538413485721 62.7141285438467,7.43443460735965 62.7320731261286))
0451/2025;Horja 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-22;2025-02-06;Jern,Niob,Titan,Vanadium,Zirkonium;1506;Molde;15;Møre og Romsdal;POLYGON ((7.49218870194184 62.7506598121752,7.59003649558608 62.7516755948289,7.59089238712103 62.7337297976542,7.49310393709306 62.7327147926476,7.49218870194184 62.7506598121752))
0441/2025;Undal 1;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-23;2025-02-06;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5022;Rennebu;50;Trøndelag - Trööndelage;POLYGON ((10.0404464926375 62.8609977903972,10.0797375135426 62.8607022445097,10.078092886231 62.8158327411159,10.0388616856068 62.8161277202297,10.0404464926375 62.8609977903972))
0442/2025;Undal 2;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-23;2025-02-06;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5022;Rennebu;50;Trøndelag - Trööndelage;POLYGON ((10.0388616856068 62.8161277202297,10.0977081489887 62.8156811524788,10.0967061956104 62.7887594747852,10.0379134212437 62.7892055289693,10.0388616856068 62.8161277202297))
0452/2025;Husebø 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-23;2025-02-07;Jern,Titan,Vanadium,Zirkonium;4631;Alver;46;Vestland;POLYGON ((4.97256725450402 60.6068358510261,4.99989612515865 60.607657190049,5.00156045213723 60.5942223310218,4.97424287752617 60.5934014399676,4.97256725450402 60.6068358510261))
0453/2025;Husebø 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-23;2025-02-07;Jern,Titan,Vanadium,Zirkonium;4631;Alver;46;Vestland;POLYGON ((4.94593675332271 60.6150201996638,4.9823836451303 60.6161214191783,4.98349860959874 60.6071650558303,4.9470617652176 60.6060642368437,4.94593675332271 60.6150201996638))
0455/2025;Nordmarka 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-23;2025-02-07;Gull,Jern,Kobber,Kobolt,Krom,Sink,Sølv,Titan,Vanadium,Zirkonium;1566;Surnadal;15;Møre og Romsdal;POLYGON ((8.64996211621976 63.0168963911235,8.74872991126731 63.0171062397867,8.74888420388593 62.9991558630034,8.65017705469957 62.9989461761231,8.64996211621976 63.0168963911235))
0456/2025;Nordmarka 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-23;2025-02-07;Gull,Jern,Kobber,Kobolt,Krom,Sink,Sølv,Titan,Vanadium,Zirkonium;1566;Surnadal;15;Møre og Romsdal;POLYGON ((8.68927809429724 63.0349388427956,8.78810721979355 63.0351212574721,8.78823743393831 63.0171708769176,8.68946903975163 63.0169886029385,8.68927809429724 63.0349388427956))
0457/2025;Nordmarka 3;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-23;2025-02-07;Gull,Jern,Kobber,Kobolt,Krom,Sink,Sølv,Titan,Vanadium,Zirkonium;1566;Surnadal;15;Møre og Romsdal;POLYGON ((8.64942346218996 63.061771726014,8.68899117821319 63.0618641159376,8.68946903975165 63.0169886029385,8.64996211621975 63.0168963911235,8.64942346218996 63.061771726014))
0458/2025;Nordmarka 4;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-23;2025-02-07;Gull,Jern,Kobber,Kobolt,Krom,Sink,Sølv,Titan,Vanadium,Zirkonium;5055,1566;Heim,Surnadal;50,15;Trøndelag - Trööndelage,Møre og Romsdal;POLYGON ((8.52083063325553 63.0613951391697,8.64942346218993 63.061771726014,8.64958525493063 63.0483091559262,8.5210517674104 63.0479327871073,8.52083063325553 63.0613951391697))
0459/2025;Nordmarka 5;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-23;2025-02-07;Gull,Jern,Kobber,Kobolt,Krom,Sink,Sølv,Titan,Vanadium,Zirkonium;1566;Surnadal;15;Møre og Romsdal;POLYGON ((8.59026164324465 63.0481499428281,8.64958525493063 63.0483091559262,8.6499083349611 63.0213839376352,8.59063941578994 63.0212249087432,8.59026164324465 63.0481499428281))
0460/2025;Nordmarka 6;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-23;2025-02-07;Gull,Jern,Kobber,Kobolt,Krom,Sink,Sølv,Titan,Vanadium,Zirkonium;1566;Surnadal;15;Møre og Romsdal;POLYGON ((8.68889540648048 63.0708391838902,8.76805597190656 63.0709908689329,8.76823438696577 63.0485530310467,8.68913471102711 63.0484014923597,8.68889540648048 63.0708391838902))
0461/2025;Nordmarka 7;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-23;2025-02-07;Gull,Jern,Kobber,Kobolt,Krom,Sink,Sølv,Titan,Vanadium,Zirkonium;1566;Surnadal;15;Møre og Romsdal;POLYGON ((8.767948773891 63.084453537141,8.84714671985895 63.08456106211,8.84726436610753 63.0621231635961,8.76812737514442 63.062015742411,8.767948773891 63.084453537141))
0462/2025;Nordmarka 8;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-23;2025-02-07;Gull,Jern,Kobber,Kobolt,Krom,Sink,Sølv,Titan,Vanadium,Zirkonium;1566;Surnadal;15;Møre og Romsdal;POLYGON ((8.7880420448569 63.0440964304831,8.84735833597661 63.0441727931086,8.84749904617217 63.0172471512008,8.78823743393829 63.0171708769176,8.7880420448569 63.0440964304831))
0443/2025;Vesterdalen 2;UNDERSOEKELSESRETT;GRØNNSTEIN AS;927011824;Godkjent;2025-01-24;2025-02-06;Gull,Kobber,Molybden,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.7407445041109 70.4158590043221,23.7741192283554 70.4153509839282,23.772596530497 70.404155615999,23.7392400692236 70.4046633230795,23.7407445041109 70.4158590043221))
0444/2025;Vesterdalen 3;UNDERSOEKELSESRETT;GRØNNSTEIN AS;927011824;Godkjent;2025-01-24;2025-02-06;Gull,Kobber,Molybden,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.7098938855054 70.4252976875818,23.7900294178965 70.4240816716138,23.7888035449575 70.4151255090563,23.7087031156542 70.4163409247539,23.7098938855054 70.4252976875818))
0445/2025;Vesterdalen 4;UNDERSOEKELSESRETT;GRØNNSTEIN AS;927011824;Godkjent;2025-01-24;2025-02-06;Gull,Kobber,Molybden,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.7300933612841 70.4362128721236,23.8102704349941 70.4349878403903,23.8087262360855 70.4237928412725,23.7285930830964 70.4250171168459,23.7300933612841 70.4362128721236))
0467/2025;Eikland 3;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-27;2025-02-10;Gull,Kobber,Kobolt,Molybden,Sink,Sølv;4034;Tokke;40;Telemark;POLYGON ((8.11779469831442 59.420111186388,8.17946127388046 59.4205132476074,8.17967845586812 59.411534101719,8.11802819736898 59.4111321835805,8.11779469831442 59.420111186388))
0477/2025;Kvittinden 10;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-27;2025-02-11;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.4193884906154 65.8561608371703,14.5289327817919 65.8565365157031,14.529261283363 65.8385935626004,14.4197933740968 65.8382181978681,14.4193884906154 65.8561608371703))
0478/2025;Kvittinden 11;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-27;2025-02-11;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.3655032209542 65.8200586916519,14.5295892810476 65.8206505662735,14.5297530912816 65.8116790518941,14.3657241624355 65.8110874242738,14.3655032209542 65.8200586916519))
0479/2025;Kvittinden 8;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-27;2025-02-11;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.3098480894765 65.8557069020282,14.4193884906154 65.8561608371703,14.4197933740968 65.8382181978681,14.3103293462425 65.8377646418813,14.3098480894765 65.8557069020282))
0480/2025;Kvittinden 9;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-27;2025-02-11;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.4197933740968 65.8382181978681,14.529261283363 65.8385935626004,14.5295892810476 65.8206505662735,14.4201976365499 65.8202755149043,14.4197933740968 65.8382181978681))
0476/2025;Svarthola 11;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-27;2025-02-11;Bly,Molybden,REE,Uran;1845;Sørfold;18;Nordland - Nordlánnda;POLYGON ((15.6786628243755 67.407344582889,15.7952787385234 67.4068119837349,15.7946814293931 67.3888737221935,15.6781530840585 67.3894058531773,15.6786628243755 67.407344582889))
0475/2025;Vadfjellet 4;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-01-27;2025-02-11;Bly,Gull,Kobber,Sink,Sølv;1825;Grane;18;Nordland - Nordlánnda;POLYGON ((13.601065072566 65.6207922389703,13.644474966402 65.6211850677789,13.6463433743025 65.5853068223903,13.6029932684013 65.584914644465,13.601065072566 65.6207922389703))
0469/2025;Finnvoll 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-01-28;2025-02-10;Jern,Kobber,Krom,Mangan,Titan,Vanadium,Zirkonium;5058,5007;Åfjord,Namsos - Nåavmesjenjaelmie;50;Trøndelag - Trööndelage;POLYGON ((10.7408675138033 64.1302324419799,10.8229881533121 64.1292281144856,10.8215196731949 64.1068047743615,10.7394651014371 64.1078081056535,10.7408675138033 64.1302324419799))
0470/2025;Rørholt 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-02-05;2025-02-10;Bly,Gull,Kobber,Sink,Sølv,Thorium,Uran;4012,4014;Bamble,Kragerø;40;Telemark;POLYGON ((9.30282574124627 58.996035669486,9.36373766405246 58.9958789548696,9.36350109578644 58.9734277394762,9.30262878734867 58.9735843158241,9.30282574124627 58.996035669486))
0494/2025;Tverrlandet 6;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-02-05;2025-02-25;Bly,Molybden,REE,Thorium,Uran,Wolfram,Zirkonium;1806;Narvik;18;Nordland - Nordlánnda;POLYGON ((16.6050590281464 68.1976864465142,16.6412342528583 68.1973326240552,16.6396320088787 68.1749190097261,16.6034920626656 68.1752724324785,16.6050590281464 68.1976864465142))
0495/2025;Tverrlandet 7;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-02-05;2025-02-25;Bly,Molybden,REE,Thorium,Uran,Wolfram,Zirkonium;1806;Narvik;18;Nordland - Nordlánnda;POLYGON ((16.6401443592864 68.1820913749119,16.7124431387785 68.1813606449563,16.7104390896301 68.1544652235709,16.6382248260862 68.1551949637293,16.6401443592864 68.1820913749119))
0496/2025;Tverrlandet 8;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-02-05;2025-02-25;Bly,Molybden,REE,Thorium,Uran,Wolfram,Zirkonium;1806;Narvik;18;Nordland - Nordlánnda;POLYGON ((16.6382248260862 68.1551949637293,16.7104390896301 68.1544652235709,16.7084401000094 68.1275696860517,16.6363101393703 68.1282984387259,16.6382248260862 68.1551949637293))
